Order Date	Order ID.1	Order ID.2	Customer Name.1	Customer Name.2	Segment	Country	City	Location	Product ID.1	Product ID.2	Product ID.3	Category	Product Name	Sales	Quantity	CompanyName	Expiry Date
03/03/2022	OD	466676	Jake	Humphreys	Home Office	United Kingdom	Warrington	Site	FUR	FU	10000087	Courses	Social Media	12000	30	null	null
03/03/2022	GU	592998	Lutfi	Shamoun	Consumer	Pakistan	Lahore	Site	OFF	BI	10000831	Courses	Graphic Design	1750	1	null	null
03/03/2022	ZR	355900	Hagosa	Filmon	Home Office	Kenya	Nairobi	Site	OFF	BI	10003719	Courses	Graphic Design	21000	12	null	null
03/03/2022	RZ	582148	Nathifa	Tuma	Corporate	Pakistan	Lahore	Site	OFF	BI	10002012	Courses	Graphic Design	10500	6	BASCO	null
03/03/2022	CB	917317	Thurayya	Basara	Corporate	Pakistan	Lahore	Site	VYQ	WA	51008321	Courses	ECDL	10625	17	Weatherill's	null
03/03/2022	LL	736055	Afeef	Tannous	Home Office	Pakistan	Lahore	Site	OFF	AR	10003158	Courses	Graphic Design	35000	20	null	null
03/04/2020	PM	995595	Iqbal	Nazari	Home Office	Pakistan	Lahore	Site	OFF	PA	10000061	Courses	Executive Assistant Diploma	3999	1	null	null
03/04/2020	KH	969560	Isra'il	Boutros	Home Office	Pakistan	Lahore	Site	TEC	AC	10004510	Diploma	HR Diploma	20800	13	null	null
03/04/2020	TZ	468056	Lidya	Tesfay	Consumer	Kenya	Nairobi	Site	OFF	PA	10000575	Courses	Graphic Design	1750	1	null	null
03/04/2020	TQ	642079	Lete	Saare	Consumer	Kenya	Nairobi	Site	VAJ	WI	77644315	Award	HR Award	1499	1	null	null
03/04/2020	ZL	384592	Abdul-Sabur	Kanaan	Corporate	Pakistan	Lahore	Site	FUR	FU	10004586	Courses	Microsoft Powerpoint	5980	20	Nan Duskin	null
03/04/2020	VJ	278225	Basim	Sarraf	Home Office	Pakistan	Lahore	Site	OFF	AR	10003338	Award	Microsoft Office Award	40500	27	null	null
03/04/2020	JM	826	Kasim	Sabbagh	Corporate	Pakistan	Lahore	Site	FUR	CH	10004477	Courses	Microsoft Powerpoint	2990	10	Briazz	null
03/04/2020	MK	925249	Sam	Bryant	Corporate	United Kingdom	Warrington	Site	ECG	SD	26527892	Diploma	IT Support Diploma	41800	19	Manu Connection	null
03/04/2020	CA	139838	Ali	Semhar	Corporate	Kenya	Nairobi	Site	OFF	AP	10000804	Courses	Graphic Design	15750	9	Success Is Yours	null
03/04/2020	ST	99520	Freddie	Howe	Home Office	United Kingdom	Liverpool	Hub	OFF	ST	10003692	Courses	Graphic Design	12250	7	null	null
03/04/2020	FR	715441	Ma'ruf	Attia	Home Office	Pakistan	Lahore	Site	OFF	BI	10003982	Courses	Graphic Design	52500	30	null	null
03/04/2020	JY	969007	Zara	Hunt	Consumer	United Kingdom	Warrington	Site	OFF	AP	10004708	Courses	Graphic Design	1750	1	null	null
03/04/2020	WO	241166	Mika'il	Abadi	Corporate	Pakistan	Lahore	Site	OFF	BI	10001098	Courses	Graphic Design	49000	28	Pro-Care Garden Maintenance	null
03/04/2020	LC	509600	Abdul-Hamid	Sabbag	Corporate	Pakistan	Lahore	Site	OFF	EN	10002500	Award	HR Award	1499	1	Purity Supreme	null
03/04/2020	WE	944404	Jawad	Gaber	Consumer	Pakistan	Lahore	Site	OFF	EN	10002592	Award	Microsoft Office Award	1500	1	null	null
03/04/2021	DV	369236	'Adil	Harb	Consumer	Pakistan	Lahore	Site	VLM	XG	70469387	Courses	Graphic Design	1750	1	null	null
03/04/2021	DX	71079	Rasul	Shamon	Corporate	Pakistan	Lahore	Site	OFF	ST	10001496	Diploma	Microsoft Office Diploma	70000	28	Knockout Kickboxing	null
03/04/2021	UX	213558	Saamiya	Antoun	Consumer	Pakistan	Lahore	Site	OFF	AR	10003087	Award	Social Media Award	1200	1	null	null
03/04/2021	ZH	630388	Isa'	Amari	Consumer	Pakistan	Lahore	Site	OFF	BI	10004738	Courses	Graphic Design	1750	1	null	null
03/04/2021	SU	337754	Mansur	Sleiman	Corporate	Pakistan	Lahore	Site	OFF	ST	10004258	Award	Microsoft Office Award	21000	14	Plan Future	null
03/04/2021	GG	396432	Bisirat	Selassie	Consumer	Kenya	Nairobi	Site	TEC	PH	10001363	Diploma	Social Media Diploma	1899.99	1	null	null
03/04/2021	UX	288321	Tekle	Goytiom	Consumer	Kenya	Nairobi	Site	OFF	AR	10000940	Award	Microsoft Office Award	1500	1	null	null
03/04/2021	RO	846301	Bushra	Daher	Corporate	Pakistan	Lahore	Site	TEC	MA	10001148	Diploma	HR Diploma	14400	9	Freedom Map	null
03/04/2021	KJ	834184	Nasri	Nassar	Consumer	Pakistan	Lahore	Site	TEC	PH	10004539	Diploma	HR Diploma	1600	1	null	null
03/04/2021	PY	227453	Sha'ban	Ba	Home Office	Pakistan	Lahore	Site	TEC	CO	10004202	Diploma	Social Media Diploma	39899.79	21	null	null
03/04/2021	WC	121741	Muna	Cham	Corporate	Pakistan	Lahore	Site	TAD	CY	26808459	Diploma	IT Support Diploma	17600	8	Monk Home Loans	null
03/04/2021	LC	524249	Naomi	Chamberlain	Home Office	United Kingdom	Warrington	Site	NLM	QQ	86436812	Courses	Graphic Design	15750	9	null	null
03/04/2021	MN	514522	Mollie	Henderson	Home Office	United Kingdom	Warrington	Site	OFF	BI	10003981	Award	Social Media Award	30000	25	null	null
03/04/2021	GD	115002	Finley	Bates	Consumer	United Kingdom	Warrington	Site	OFF	PA	10004071	Courses	Graphic Design	1750	1	null	null
03/04/2021	JI	485290	Jamila	Hagos	Consumer	Kenya	Nairobi	Site	TEC	AC	10002399	Diploma	Social Media Diploma	1899.99	1	null	null
03/04/2021	RE	913587	Daniel	Craig	Consumer	United Kingdom	Liverpool	Hub	OFF	PA	10002160	Diploma	Graphic Design Diploma	1800	1	null	null
03/04/2021	LB	790667	'Aqilah	Gerges	Consumer	Pakistan	Lahore	Site	WRF	XU	10419037	Diploma	Executive PA Diploma	4500	1	null	null
03/04/2021	LE	909312	Abdul-Ahad	Bitar	Corporate	Pakistan	Lahore	Site	RSE	GL	68289422	Courses	Graphic Design	38500	22	StopGrey	null
03/04/2021	EO	776261	Habte	Awate	Corporate	Kenya	Nairobi	Site	OFF	AR	10000246	Award	Microsoft Office Award	1500	1	Cut Rite Lawn Care	null
03/05/2020	RL	800179	Aliyyah	Asfour	Home Office	Pakistan	Lahore	Site	OFF	PA	10004733	Award	Microsoft Office Award	34500	23	null	null
03/05/2020	WH	231650	Fellah	Sabbagh	Home Office	Pakistan	Lahore	Site	FUR	TA	10001520	Courses	Microsoft Powerpoint	3887	13	null	null
03/05/2020	HY	938472	Imtithal	Antoun	Consumer	Pakistan	Lahore	Site	OFF	AR	10002804	Award	Social Media Award	1200	1	null	null
03/05/2020	OQ	754330	Daniel	French	Home Office	United Kingdom	Liverpool	Hub	FUR	FU	10001379	Courses	Medical Terminology	5400	12	null	null
03/05/2020	TS	272522	Maudad	Ghannam	Consumer	Pakistan	Lahore	Site	KNJ	CO	26926017	Diploma	MOS Diploma	1999	1	null	null
03/05/2020	OO	813406	Dominic	Jackson	Consumer	United Kingdom	Warrington	Site	OFF	BI	10000591	Courses	Graphic Design	1750	1	null	null
03/05/2020	EG	390713	Saabira	Sabbagh	Consumer	Pakistan	Lahore	Site	OFF	ST	10000617	Diploma	Graphic Design Diploma	1800	1	null	null
03/05/2020	MJ	244472	Haniyyah	Kassis	Consumer	Pakistan	Lahore	Site	THN	LF	32147674	Courses	Graphic Design	1750	1	null	null
03/05/2020	JG	651275	Madeleine	Wells	Consumer	United Kingdom	Warrington	Site	FUR	CH	10001891	Courses	ECDL	625	1	null	null
03/05/2020	HP	557	Wasimah	Kouri	Consumer	Kuwait	Kuwait City	Site	FUR	TA	10001039	Courses	Cloud Architecture	480	1	null	null
03/05/2020	MZ	876562	Al	Tufayl Deeb	Corporate	Pakistan	Lahore	Site	OFF	PA	10002581	Courses	Graphic Design	45500	26	Total Yard Management	null
03/05/2020	WO	982515	Sawdah	Assaf	Home Office	Pakistan	Lahore	Site	OFF	PA	10003641	Award	Microsoft Office Award	33000	22	null	null
03/05/2021	KM	677439	Askalu	Afwerki	Corporate	Kenya	Nairobi	Site	OFF	PA	10000501	Award	Social Media Award	22800	19	Lafayette Radio	null
03/05/2021	EA	650030	Zufan	Gabriel	Corporate	Kenya	Nairobi	Site	NKP	ZA	93980679	Award	HR Award	28481	19	Team Uno	null
03/05/2021	GB	411359	Abeba	Temesgen	Consumer	Kenya	Nairobi	Site	TEC	PH	10002624	Diploma	Microsoft Office Diploma	2500	1	null	null
03/05/2021	JZ	345319	Chloe	Porter	Home Office	United Kingdom	Liverpool	Hub	OFF	ST	10000136	Diploma	Microsoft Office Diploma	35000	14	null	null
03/05/2021	RF	147003	Habibah	Gerges	Corporate	Pakistan	Lahore	Site	FUR	TA	10001539	Courses	SQL	9100	26	Starship Tapes & Records	null
03/05/2021	LE	703295	Seif	Sayegh	Corporate	Pakistan	Lahore	Site	FUR	FU	10001986	Courses	Python	2450	7	Magik Lamp	null
03/05/2021	SW	465859	William	Bentley	Home Office	United Kingdom	Warrington	Site	TEC	AC	10004571	Diploma	HR Diploma	22400	14	null	null
03/05/2021	IS	181680	Rafi	Harb	Home Office	Pakistan	Lahore	Site	OFF	AP	10002534	Courses	Graphic Design	31500	18	null	null
03/05/2021	FJ	500045	Sherrifah	Handal	Home Office	Pakistan	Lahore	Site	JBE	CQ	46715289	Courses	Graphic Design	33250	19	null	null
03/05/2021	ZZ	247888	Esam	Halabi	Consumer	Pakistan	Lahore	Site	FUR	CH	10002965	Courses	ECDL	625	1	null	null
03/05/2021	KZ	877051	Budayl	Touma	Home Office	Pakistan	Lahore	Site	OFF	BI	10004094	Courses	Graphic Design	35000	20	null	null
03/05/2021	IZ	382490	Abdul-Quddus	Aswad	Home Office	Pakistan	Lahore	Site	OFF	LA	10002762	Diploma	Graphic Design Diploma	3600	2	null	null
03/05/2021	VT	890106	Khadijah	Nader	Corporate	Pakistan	Lahore	Site	PPO	IW	32914095	Courses	Graphic Design	10500	6	Forth & Towne	null
03/05/2021	FA	900834	Rawdah	Touma	Home Office	Pakistan	Lahore	Site	FUR	FU	10003268	Courses	CompTIA	1198	2	null	null
03/05/2021	HO	829952	Usamah	Rahal	Home Office	Pakistan	Lahore	Site	OFF	BI	10000201	Diploma	Microsoft Office Diploma	45000	18	null	null
03/05/2021	UZ	999666	Declan	Gilbert	Consumer	United Kingdom	Liverpool	Hub	XUS	IP	93853896	Courses	Graphic Design	1750	1	null	null
03/06/2020	IZ	420404	Gebre	Hagos	Corporate	Kenya	Nairobi	Site	FUR	FU	10004017	Courses	ECDL	16875	27	Hit or Miss	null
03/06/2020	JO	180082	Riyadh	Harb	Consumer	Pakistan	Lahore	Site	OFF	AR	10003158	Diploma	Social Media Diploma	1899.99	1	null	null
03/06/2020	RO	953843	Temesgen	Tewolde	Home Office	Kenya	Nairobi	Site	QDS	CA	3184107	Courses	Graphic Design	5250	3	null	null
03/06/2020	WK	26835	Bisrat	Awate	Consumer	Kenya	Nairobi	Site	OFF	AP	10001626	Diploma	HR Diploma	1600	1	null	null
03/06/2020	RJ	18059	Amirah	Asghar	Consumer	Pakistan	Lahore	Site	OFF	AR	10003481	Diploma	Social Media Diploma	1899.99	1	null	null
03/06/2020	YL	83263	Khuzaimah	Ganem	Home Office	Pakistan	Lahore	Site	MBO	BC	69823797	Courses	Graphic Design	15750	9	null	null
03/06/2020	HZ	593952	Abraham	Iggi	Home Office	Kenya	Nairobi	Site	OFF	BI	10002813	Courses	Graphic Design	36750	21	null	null
03/06/2020	QK	56168	Rafiq	Ganem	Corporate	Pakistan	Lahore	Site	TEC	MA	10000904	Diploma	Graphic Design Diploma	39600	22	Red Owl	null
03/06/2020	SA	607320	Asmara	Aziz	Corporate	Kenya	Nairobi	Site	OFF	ST	10000760	Courses	Microsoft Excel	6783	17	S&W Cafeteria	null
03/06/2020	TA	304112	Lauren	Hamilton	Home Office	United Kingdom	Warrington	Site	OFF	ST	10000617	Award	Microsoft Office Award	37500	25	null	null
03/06/2020	TJ	640067	Tewelde	Filmon	Corporate	Kenya	Nairobi	Site	OFF	ST	10000078	Courses	Graphic Design	7000	4	Integra Wealth Planners	null
03/06/2020	IL	807518	Martha	Efrem	Home Office	Kenya	Nairobi	Site	BOB	EE	10973221	Diploma	Executive PA Diploma	22500	5	null	null
03/06/2020	EC	418178	Luca	Austin	Home Office	United Kingdom	Warrington	Site	QAL	DK	45269688	Diploma	IT Support Diploma	39600	18	null	null
03/06/2020	IZ	968849	Aram	Mikhail	Corporate	Kuwait	Kuwait City	Site	TEC	AC	10002842	Diploma	Graphic Design Diploma	30600	17	Rite Solution	null
03/06/2020	TF	230929	Sahla	Mifsud	Corporate	Pakistan	Lahore	Site	OFF	BI	10004728	Courses	Graphic Design	24500	14	Play Town	null
03/06/2020	HH	495509	Lunah	Ganem	Consumer	Pakistan	Lahore	Site	YEO	JM	4277281	Courses	ECDL	625	1	null	null
03/06/2021	WZ	284739	Peter	Sharpe	Corporate	United Kingdom	Warrington	Site	OFF	FA	10003112	Award	Microsoft Office Award	19500	13	id Boutiques	null
03/06/2021	QN	801234	Abdul-Muttalib	Zogby	Home Office	Pakistan	Lahore	Site	OFF	FA	10004854	Courses	Executive Assistant Diploma	63984	16	null	null
03/06/2021	BE	150665	Buhaysah	Rahal	Consumer	Pakistan	Lahore	Site	OFF	AR	10003190	Diploma	Graphic Design Diploma	1800	1	null	null
03/06/2021	SH	684579	Adiba	Antoun	Consumer	Pakistan	Lahore	Site	OFF	PA	10000100	Award	Social Media Award	1200	1	null	null
03/06/2021	QP	812692	Lemlem	Efrem	Home Office	Kenya	Nairobi	Site	OFF	LA	10004409	Diploma	Microsoft Office Diploma	22500	9	null	null
03/06/2021	ZG	741839	Temesgen	Osman	Consumer	Kenya	Nairobi	Site	OFF	AP	10001492	Courses	Graphic Design	1750	1	null	null
03/06/2021	YE	802277	Jack	Parkes	Corporate	United Kingdom	Warrington	Site	OFF	PA	10003016	Award	Microsoft Office Award	36000	24	Fradkin Brothers Furniture	null
03/06/2021	WP	736434	Ra'ifah	Boulos	Corporate	Pakistan	Lahore	Site	TEC	AC	10000057	Diploma	Executive PA Diploma	81000	18	Superior Interior Design	null
03/06/2021	UH	845624	Hannad	Nahas	Home Office	Pakistan	Lahore	Site	TEC	CO	10001766	Diploma	Executive PA Diploma	76500	17	null	null
03/07/2020	SJ	226599	Badi	al Zaman Botros	Consumer	Pakistan	Lahore	Site	OKW	NM	62512577	Courses	Graphic Design	1750	1	null	null
03/07/2020	RZ	442743	Namir	Masih	Home Office	Pakistan	Lahore	Site	MJN	OI	65796116	Award	HR Award	1499	1	null	null
03/07/2020	OX	441945	Bisar	Naser	Home Office	Pakistan	Lahore	Site	FUR	BO	10002824	Courses	ECDL	10000	16	null	null
03/07/2020	GI	408419	Yumn	Shadid	Corporate	Pakistan	Lahore	Site	FUR	BO	10003441	Courses	ECDL	15625	25	Singer Lumber	null
03/07/2020	FB	566598	Ma'd	Boulos	Consumer	Pakistan	Lahore	Site	KIG	SX	51052022	Courses	Graphic Design	1750	1	null	null
03/07/2020	ZI	59771	Jasmine	Wong	Corporate	United Kingdom	Liverpool	Hub	WNL	JR	38485279	Courses	CompTIA	7787	13	Builders Emporium	null
03/07/2020	VQ	655395	Mujahid	Arian	Home Office	Pakistan	Lahore	Site	OFF	PA	10004355	Award	Microsoft Office Award	39000	26	null	null
03/07/2020	VD	75445	Walif	Nahas	Consumer	Pakistan	Lahore	Site	OFF	PA	10004239	Courses	Graphic Design	1750	1	null	null
03/07/2020	JW	459240	Walid	Bazzi	Corporate	Pakistan	Lahore	Site	OFF	BI	10003925	Award	Microsoft Office Award	22500	15	Benesome	null
03/07/2020	FM	647818	Dylan	Stewart	Corporate	United Kingdom	Liverpool	Hub	TEC	PH	10000307	Diploma	Social Media Diploma	30399.84	16	Pantry Pride	null
03/07/2021	WS	832666	Fahd	Essa	Home Office	Pakistan	Lahore	Site	OFF	LA	10001297	Award	Microsoft Office Award	18000	12	null	null
03/07/2021	AZ	903946	Areebah	Wasem	Corporate	Pakistan	Lahore	Site	FUR	FU	10002597	Courses	Python	1750	5	Crandall's Fine Furniture	null
03/07/2021	CC	738047	Muruj	Shammas	Home Office	Pakistan	Lahore	Site	OFF	FA	10000134	Courses	Graphic Design	21000	12	null	null
03/07/2021	DY	219573	Ra'fat	Boutros	Corporate	Pakistan	Lahore	Site	OFF	BI	10001575	Courses	Graphic Design	24500	14	Unity Frankford Stores	null
03/07/2021	XY	383437	Mariam	Tewelde	Home Office	Kenya	Nairobi	Site	OFF	BI	10002103	Courses	Graphic Design	42000	24	null	null
03/07/2021	BC	76608	Harun	Khouri	Home Office	Pakistan	Lahore	Site	OFF	PA	10002870	Courses	Graphic Design	10500	6	null	null
03/07/2021	IU	258771	'Amid	Rahal	Home Office	Pakistan	Lahore	Site	OFF	BI	10004593	Courses	Graphic Design	7000	4	null	null
03/07/2021	UF	991339	Salma	Wasem	Corporate	Kuwait	Kuwait City	Site	OFF	BI	10002706	Courses	Graphic Design	19250	11	Eagle Hardware & Garden	null
03/07/2021	UY	544090	Hikmat	Hadad	Home Office	Pakistan	Lahore	Site	ZGF	KB	34459925	Courses	Graphic Design	42000	24	null	null
03/07/2021	EY	526635	Zula	Eyob	Corporate	Kenya	Nairobi	Site	FGQ	KW	26718034	Courses	CompTIA	1198	2	Sagebrush	null
03/07/2021	FN	874151	Ghawth	Haik	Corporate	Pakistan	Lahore	Site	OFF	EN	10002504	Award	Microsoft Office Award	4500	3	Giant Open Air	null
03/07/2021	LP	905072	Kai	Franklin	Consumer	United Kingdom	Warrington	Site	TEC	PH	10003437	Diploma	Executive PA Diploma	4500	1	null	null
03/08/2020	YC	707021	Muhannad	Asghar	Corporate	Pakistan	Lahore	Site	OFF	AR	10001044	Courses	Graphic Design	7000	4	Dreamscape Garden Care	null
03/08/2020	UQ	982611	Jinan	Daher	Consumer	Kuwait	Kuwait City	Site	GKE	DI	46690128	Courses	Graphic Design	1750	1	null	null
03/08/2020	MV	535165	Muwaffaq	Bishara	Corporate	Pakistan	Lahore	Site	UNA	EO	92472623	Courses	ECDL	10000	16	Wealthy Ideas	null
03/08/2020	DF	30307	Kisanet	Yemane	Consumer	Kenya	Nairobi	Site	OFF	ST	10004507	Award	Microsoft Office Award	1500	1	null	null
03/08/2020	BW	916604	Medhanie	Mustafa	Consumer	Kenya	Nairobi	Site	OFF	BI	10002982	Diploma	Social Media Diploma	1899.99	1	null	null
03/08/2020	DE	439465	Sayid	Mustafa	Home Office	Kenya	Nairobi	Site	EDT	CE	3413757	Award	IT Support Award	23750	19	null	null
03/08/2020	NY	593425	Phoebe	Mellor	Corporate	United Kingdom	Warrington	Site	DOH	TU	6639174	Courses	Graphic Design	43750	25	Gold Leaf Garden Management	null
03/08/2021	ME	690658	Naomi	Murray	Home Office	United Kingdom	Warrington	Site	FUR	CH	10002774	Courses	Microsoft Powerpoint	7176	24	null	null
03/08/2021	EB	898674	Lubab	Antar	Consumer	Pakistan	Lahore	Site	OFF	SU	10000898	Courses	Graphic Design	1750	1	null	null
03/08/2021	TG	358969	Rani	Nader	Corporate	Pakistan	Lahore	Site	OFF	BI	10002103	Award	Microsoft Office Award	43500	29	WWW Realty	null
03/08/2021	GW	520432	Abdul	Nassar	Home Office	Pakistan	Lahore	Site	FKX	LM	511622	Diploma	IT Support Diploma	11000	5	null	null
03/08/2021	BW	46874	Mezan	Abdullah	Home Office	Kenya	Nairobi	Site	DGN	HQ	21886534	Courses	Microsoft Excel	7182	18	null	null
03/08/2021	BV	659170	Abdul-Hayy	Sabbag	Home Office	Pakistan	Lahore	Site	OFF	AR	10000716	Diploma	Microsoft Office Diploma	40000	16	null	null
03/08/2021	QX	963264	Ubadah	Almasi	Corporate	Pakistan	Lahore	Site	OFF	PA	10002947	Award	Microsoft Office Award	45000	30	System Star	null
03/08/2021	LA	107547	Harvey	Barry	Corporate	United Kingdom	Warrington	Site	OFF	EN	10002500	Award	Microsoft Office Award	21000	14	Rivera Property Maintenance	null
03/08/2021	UA	824868	Abigail	Reeves	Corporate	United Kingdom	Warrington	Site	OFF	AR	10004022	Courses	Graphic Design	49000	28	Thompson	null
03/09/2020	CR	596396	Yamha	Safar	Corporate	Pakistan	Lahore	Site	KQU	MH	92270896	Courses	ECDL	16250	26	Paul's Food Mart	null
03/09/2020	YS	90622	Khalaf	Haddad	Corporate	Pakistan	Lahore	Site	MAD	NF	16921938	Courses	Graphic Design	22750	13	Audio Aid	null
03/09/2020	XM	830174	Leon	Potter	Corporate	United Kingdom	Warrington	Site	FUR	CH	10002439	Courses	Social Media	10400	26	Electronic Geek	null
03/09/2020	CE	807802	Zinat	Antoun	Home Office	Pakistan	Lahore	Site	MGR	WS	26330080	Diploma	Graphic Design Diploma	30600	17	null	null
03/09/2020	NB	763721	Wafid	Touma	Consumer	Pakistan	Lahore	Site	OFF	AR	10003582	Award	Microsoft Office Award	1500	1	null	null
03/09/2020	MN	431746	Abdul-Haqq	Asfour	Home Office	Kuwait	Kuwait City	Site	KNQ	ZP	42273777	Award	IT Support Award	22500	18	null	null
03/09/2020	DA	602213	Tasnim	Mifsud	Consumer	Pakistan	Lahore	Site	OFF	PA	10004100	Award	HR Award	1499	1	null	null
03/09/2020	DI	560009	Semira	Yonatan	Corporate	Kenya	Nairobi	Site	TEC	AC	10003628	Diploma	Graphic Design Diploma	43200	24	De-Jaiz Mens Clothing	null
03/09/2020	AY	589568	Sharaf	Touma	Consumer	Pakistan	Lahore	Site	OFF	LA	10001158	Award	Microsoft Office Award	1500	1	null	null
03/09/2020	XH	169515	Suhayb	Touma	Consumer	Pakistan	Lahore	Site	KWQ	UT	81154298	Diploma	IT Support Diploma	2200	1	null	null
03/09/2020	SV	862049	Hayah	Rahal	Home Office	Pakistan	Lahore	Site	RSP	ZB	37950349	Courses	Graphic Design	29750	17	null	null
03/09/2020	ZM	538999	Tewelde	Fesahaye	Home Office	Kenya	Nairobi	Site	DJA	QG	1501993	Courses	Graphic Design	10500	6	null	null
03/09/2021	HP	312757	Duha	Naifeh	Consumer	Pakistan	Lahore	Site	OFF	EN	10002600	Award	Microsoft Office Award	1500	1	null	null
